CampaignID,CampaignName,StartDate,EndDate,Channel,Spend,LeadsGenerated,Conversions,RevenueGenerated,Clicks,Impressions
CAMP05754,Summer Sale,2024-04-17,2024-05-06,Influencer,17391.04,3807,576,149694.66,6514,52112
CAMP05755,Product Launch,2024-04-24,2024-04-29,Event,10941.82,81,16,4350.34,15539,170929
CAMP05756,Email Blast,2024-09-17,2024-09-25,Social Media,11133.99,1121,120,18884.16,1672,23408
CAMP05757,Summer Sale,2024-06-15,2024-07-04,Event,12767.46,181,22,4527.2,19005,266070
CAMP05758,Influencer Boost,2024-01-22,2024-01-30,Social Media,839.41,142,38,3764.72,7190,71900
CAMP05759,Product Launch,2024-12-29,2025-01-10,Influencer,12645.1,879,198,50863.16,798,9576
CAMP05760,Brand Awareness,2024-08-25,2024-09-17,Event,9563.05,2552,341,57185.8,10461,62766
CAMP05761,Summer Sale,2024-05-11,2024-06-10,Influencer,4346.77,850,94,10433.26,16321,179531
CAMP05762,Festive Ads,2024-01-17,2024-02-04,Social Media,17613.13,1617,108,7643.78,2752,30272
CAMP05763,Influencer Boost,2024-03-11,2024-04-03,Influencer,15555.47,1506,424,101031.74,18499,110994
CAMP05764,Influencer Boost,2024-06-04,2024-07-03,Influencer,7316.72,4848,590,48773.44,17025,153225
CAMP05765,Brand Awareness,2024-10-29,2024-11-22,Social Media,19281.62,2477,128,12120.41,3992,47904
CAMP05766,Email Blast,2024-03-17,2024-04-10,Influencer,8755.05,290,81,17872.53,8777,87770
CAMP05767,Influencer Boost,2024-02-08,2024-03-02,Event,4962.97,2240,602,130794.2,1537,12296
CAMP05768,Brand Awareness,2024-08-24,2024-09-18,Influencer,14341.82,4285,244,25575.19,14131,197834
CAMP05769,Email Blast,2024-06-24,2024-07-12,Event,15984.0,4154,308,66379.92,4175,75150
CAMP05770,Brand Awareness,2024-10-24,2024-11-18,Influencer,17003.7,4550,685,200627.89,3536,17680
CAMP05771,Influencer Boost,2024-07-23,2024-08-19,Event,11265.73,4639,113,28617.71,18811,225732
CAMP05772,Brand Awareness,2024-10-08,2024-10-14,Email,9583.63,3877,449,105362.04,1543,29317
CAMP05773,Brand Awareness,2024-12-01,2024-12-12,Email,10430.55,4158,945,96780.56,10082,110902
CAMP05774,Winter Sale,2024-07-28,2024-08-27,Influencer,14450.32,2468,74,4210.36,9916,168572
CAMP05775,Festive Ads,2024-10-06,2024-10-11,Influencer,886.82,2111,443,45895.49,16848,336960
CAMP05776,Summer Sale,2024-04-11,2024-04-24,Email,15196.23,2147,336,27501.45,6385,114930
CAMP05777,Product Launch,2024-06-28,2024-07-24,Event,13537.17,761,52,3314.95,5596,95132
CAMP05778,Summer Sale,2024-09-27,2024-10-23,Influencer,12554.94,1328,107,15707.7,19957,379183
CAMP05779,Festive Ads,2024-05-04,2024-05-10,Email,9744.77,770,145,31561.07,8152,114128
CAMP05780,Winter Sale,2024-10-06,2024-11-03,Social Media,12101.94,125,37,9705.86,9743,68201
CAMP05781,Product Launch,2024-06-29,2024-07-13,Influencer,11709.29,4803,587,151428.08,7782,101166
CAMP05782,Product Launch,2024-03-21,2024-04-16,Event,12163.34,788,94,22822.31,15492,77460
CAMP05783,Winter Sale,2024-06-22,2024-07-15,Influencer,2054.08,4484,697,66887.04,8556,111228
CAMP05784,Festive Ads,2024-10-21,2024-10-27,Email,16006.46,4461,1114,206262.35,7494,104916
CAMP05785,Winter Sale,2024-10-16,2024-11-14,Email,16315.51,253,27,4260.89,6825,40950
CAMP05786,Influencer Boost,2024-10-07,2024-10-26,Event,14300.26,2473,347,32980.39,5497,76958
CAMP05787,Email Blast,2024-11-03,2024-11-29,Email,15240.06,4484,758,55352.89,10156,162496
CAMP05788,Winter Sale,2024-06-16,2024-06-24,Social Media,10404.0,3712,185,39741.74,11439,137268
CAMP05789,Summer Sale,2024-04-14,2024-04-20,Influencer,8552.65,1852,462,64809.1,14576,102032
CAMP05790,Brand Awareness,2024-08-14,2024-08-29,Influencer,3185.95,2426,341,78505.06,87,1479
CAMP05791,Summer Sale,2024-09-25,2024-10-18,Social Media,4482.53,4115,515,26349.77,5090,96710
CAMP05792,Product Launch,2024-02-18,2024-03-16,Email,9673.86,3620,928,252616.92,3884,34956
CAMP05793,Influencer Boost,2024-03-20,2024-04-14,Event,18629.77,731,105,10048.26,8060,72540
CAMP05794,Email Blast,2024-02-01,2024-02-09,Influencer,15915.91,1853,392,115712.61,15451,139059
CAMP05795,Brand Awareness,2024-06-02,2024-06-26,Email,8136.42,2142,496,129001.5,400,5200
CAMP05796,Winter Sale,2024-02-21,2024-03-09,Influencer,12316.81,2323,619,118809.8,19203,115218
CAMP05797,Summer Sale,2024-06-24,2024-06-29,Event,1951.9,2152,470,52469.31,14798,118384
CAMP05798,Product Launch,2024-08-25,2024-09-06,Social Media,6837.93,1558,75,17631.95,19368,271152
CAMP05799,Product Launch,2024-01-10,2024-02-02,Email,3193.76,2122,626,152729.15,19417,330089
CAMP05800,Winter Sale,2024-12-24,2025-01-20,Email,12821.08,2540,435,59086.88,7081,120377
CAMP05801,Product Launch,2024-06-23,2024-07-19,Social Media,13753.83,4627,82,9506.02,7003,91039
CAMP05802,Festive Ads,2024-01-22,2024-02-13,Event,11961.88,1635,391,84584.8,9432,150912
CAMP05803,Product Launch,2024-06-24,2024-07-11,Influencer,12780.75,2296,266,35672.47,12575,213775
CAMP05804,Influencer Boost,2024-09-25,2024-10-14,Social Media,7633.45,1464,251,38927.19,18348,293568
CAMP05805,Brand Awareness,2024-09-04,2024-09-19,Event,16848.97,821,152,35476.48,9015,117195
CAMP05806,Email Blast,2024-07-07,2024-07-14,Influencer,19499.07,1658,171,29883.55,12290,61450
CAMP05807,Product Launch,2024-02-13,2024-03-06,Social Media,19645.15,3122,630,184732.17,7334,110010
CAMP05808,Summer Sale,2024-07-24,2024-08-16,Event,4697.89,3163,154,19687.55,15077,226155
CAMP05809,Summer Sale,2024-12-16,2025-01-07,Influencer,14211.66,4830,530,79587.5,9917,79336
CAMP05810,Winter Sale,2024-02-08,2024-02-18,Email,4269.07,3562,621,91137.62,3518,24626
CAMP05811,Festive Ads,2024-04-09,2024-04-14,Event,7837.88,2145,57,12959.48,2500,27500
CAMP05812,Winter Sale,2024-03-05,2024-03-31,Influencer,16988.75,3272,716,182284.92,5076,35532
CAMP05813,Summer Sale,2024-05-29,2024-06-26,Social Media,18894.53,2330,88,10997.23,16386,262176
CAMP05814,Product Launch,2024-07-29,2024-08-25,Event,6105.1,969,6,304.25,344,2064
CAMP05815,Winter Sale,2024-07-18,2024-08-15,Email,19627.96,588,104,18240.73,10709,117799
CAMP05816,Festive Ads,2024-06-07,2024-06-14,Email,15852.84,1760,263,46915.45,1460,17520
CAMP05817,Email Blast,2024-09-08,2024-10-02,Event,19622.29,4168,11,2797.79,14707,102949
CAMP05818,Brand Awareness,2024-01-22,2024-02-13,Social Media,8750.0,3511,798,137036.31,16414,246210
CAMP05819,Winter Sale,2024-02-03,2024-02-21,Email,12863.22,3751,1082,318420.43,4356,39204
CAMP05820,Product Launch,2024-06-24,2024-07-22,Email,18551.52,983,229,12870.91,12029,204493
CAMP05821,Festive Ads,2024-12-31,2025-01-07,Social Media,5251.35,4782,987,143955.2,12966,194490
CAMP05822,Festive Ads,2024-01-16,2024-01-24,Email,4196.27,455,71,17576.3,3518,42216
CAMP05823,Influencer Boost,2024-11-28,2024-12-15,Influencer,12212.52,2105,219,26066.95,5124,40992
CAMP05824,Email Blast,2024-05-06,2024-05-16,Event,1801.72,890,88,15749.05,5289,79335
CAMP05825,Winter Sale,2024-05-09,2024-05-15,Influencer,13591.6,607,125,17335.2,8735,52410
CAMP05826,Influencer Boost,2024-06-17,2024-07-12,Influencer,17262.92,1707,312,71681.78,4181,83620
CAMP05827,Email Blast,2024-09-15,2024-09-30,Social Media,12533.95,915,82,15549.34,11042,88336
CAMP05828,Product Launch,2024-07-17,2024-08-09,Email,3168.2,3543,154,9293.45,5633,45064
CAMP05829,Influencer Boost,2024-01-28,2024-02-07,Social Media,14183.91,4237,67,4421.26,10574,148036
CAMP05830,Winter Sale,2024-11-15,2024-12-06,Event,14291.47,4213,662,159343.6,13373,173849
CAMP05831,Product Launch,2024-02-03,2024-02-22,Email,19219.99,2806,157,41749.76,4116,82320
CAMP05832,Product Launch,2024-06-02,2024-06-23,Influencer,6404.55,920,173,15261.89,13818,179634
CAMP05833,Festive Ads,2024-06-10,2024-06-22,Influencer,15252.81,206,56,8184.2,19744,355392
CAMP05834,Festive Ads,2024-10-16,2024-11-03,Influencer,17007.43,2369,232,68357.51,12016,240320
CAMP05835,Influencer Boost,2024-01-28,2024-02-19,Event,9638.69,1561,244,51459.31,1467,8802
CAMP05836,Festive Ads,2024-01-21,2024-02-01,Event,8607.23,2672,269,48937.12,15469,309380
CAMP05837,Brand Awareness,2024-01-27,2024-02-18,Influencer,1707.65,1390,407,88065.22,2098,20980
CAMP05838,Influencer Boost,2024-08-25,2024-09-24,Influencer,15406.86,2034,301,50143.84,8348,141916
CAMP05839,Product Launch,2024-07-07,2024-07-27,Email,6801.14,3198,115,31495.75,6690,40140
CAMP05840,Winter Sale,2024-11-04,2024-11-20,Email,12351.14,433,46,4409.31,12711,76266
CAMP05841,Winter Sale,2024-04-19,2024-05-13,Email,8765.42,4789,627,176889.39,11591,139092
CAMP05842,Brand Awareness,2024-10-09,2024-11-08,Social Media,7923.7,2705,715,200796.76,2426,46094
CAMP05843,Influencer Boost,2024-02-29,2024-03-16,Influencer,13441.71,2663,354,29489.16,18597,130179
CAMP05844,Email Blast,2024-02-06,2024-02-27,Social Media,2735.19,3819,529,145881.17,12962,259240
CAMP05845,Summer Sale,2024-01-07,2024-02-03,Influencer,3527.54,1949,465,138741.1,18851,188510
CAMP05846,Festive Ads,2024-06-28,2024-07-05,Social Media,12995.16,1802,426,35227.07,9349,112188
CAMP05847,Product Launch,2024-10-15,2024-11-03,Influencer,5409.78,591,155,41097.46,16225,129800
CAMP05848,Influencer Boost,2024-10-19,2024-11-17,Email,2041.07,3293,554,80256.29,19396,290940
CAMP05849,Brand Awareness,2024-07-18,2024-08-09,Social Media,12864.5,3039,316,46808.29,16458,131664
CAMP05850,Email Blast,2024-03-26,2024-04-13,Influencer,9039.51,4263,607,86149.51,2204,37468
CAMP05851,Festive Ads,2024-09-19,2024-09-26,Influencer,4510.4,4960,317,39386.88,14212,184756
CAMP05852,Product Launch,2024-01-15,2024-01-28,Event,8055.3,3018,357,84126.7,15424,138816
CAMP05853,Product Launch,2024-06-19,2024-07-14,Event,2969.79,3108,131,26192.76,15912,190944
CAMP05854,Summer Sale,2024-02-03,2024-02-16,Event,17760.83,1883,176,23932.97,993,7944
CAMP05855,Winter Sale,2024-04-01,2024-04-27,Event,7191.23,937,204,35815.27,5056,30336
CAMP05856,Brand Awareness,2024-10-01,2024-10-30,Event,6496.58,2818,541,86541.24,9068,163224
CAMP05857,Summer Sale,2024-12-12,2025-01-04,Influencer,16645.5,1881,158,25627.5,17630,264450
CAMP05858,Festive Ads,2024-02-18,2024-03-16,Social Media,3912.25,1682,342,77555.4,7715,146585
CAMP05859,Influencer Boost,2024-11-05,2024-11-26,Event,4605.81,4017,788,194183.11,4599,36792
CAMP05860,Brand Awareness,2024-03-22,2024-04-03,Influencer,17828.64,3704,292,56468.54,10316,154740
CAMP05861,Winter Sale,2024-09-16,2024-09-27,Event,1449.02,4354,546,29540.1,7648,114720
CAMP05862,Festive Ads,2024-07-03,2024-07-16,Event,10417.65,3367,152,26500.78,516,3612
CAMP05863,Summer Sale,2024-08-05,2024-08-21,Influencer,7856.33,3748,676,39869.51,14647,102529
CAMP05864,Festive Ads,2024-03-06,2024-03-26,Social Media,8067.3,1341,318,68391.96,13573,162876
CAMP05865,Winter Sale,2024-02-26,2024-03-06,Event,18519.93,2993,44,11074.11,8354,167080
CAMP05866,Influencer Boost,2024-01-18,2024-01-24,Email,19375.84,2988,15,4387.05,6145,49160
CAMP05867,Email Blast,2024-02-06,2024-02-23,Email,3942.86,2855,389,68349.48,682,7502
CAMP05868,Brand Awareness,2024-06-29,2024-07-08,Email,10903.73,2781,656,90713.73,13610,272200
CAMP05869,Product Launch,2024-07-21,2024-08-16,Email,18577.65,1278,242,37857.94,1281,8967
CAMP05870,Winter Sale,2024-04-05,2024-04-28,Event,7599.36,217,8,1207.3,10262,82096
CAMP05871,Winter Sale,2024-10-14,2024-11-07,Event,14447.44,4848,149,10605.27,17601,158409
CAMP05872,Festive Ads,2024-11-09,2024-11-23,Influencer,10477.44,2142,591,84986.05,8967,143472
CAMP05873,Festive Ads,2024-12-14,2025-01-12,Influencer,7522.21,3092,288,64063.45,6726,121068
CAMP05874,Influencer Boost,2024-11-20,2024-12-14,Social Media,5776.67,3556,1064,127629.96,10668,138684
CAMP05875,Influencer Boost,2024-08-11,2024-09-08,Influencer,19743.33,3009,189,50368.43,15684,235260
CAMP05876,Product Launch,2024-01-11,2024-01-17,Social Media,2896.23,4582,388,20031.84,12166,243320
CAMP05877,Winter Sale,2024-07-20,2024-07-26,Event,17915.5,3649,574,30581.99,11081,88648
CAMP05878,Winter Sale,2024-09-29,2024-10-26,Influencer,5638.04,826,131,22320.48,4479,31353
CAMP05879,Influencer Boost,2024-04-26,2024-05-11,Event,18496.57,4866,1014,249562.53,4035,80700
CAMP05880,Influencer Boost,2024-11-24,2024-11-30,Social Media,11396.16,4059,572,81175.18,10558,179486
CAMP05881,Brand Awareness,2024-02-16,2024-03-01,Social Media,18253.08,3860,1110,130227.31,4105,49260
CAMP05882,Brand Awareness,2024-01-16,2024-02-07,Email,7111.23,1653,100,22076.85,5783,75179
CAMP05883,Brand Awareness,2024-04-06,2024-04-24,Social Media,4876.44,4831,825,91430.64,4147,49764
CAMP05884,Winter Sale,2024-08-19,2024-09-04,Event,17926.64,818,208,33943.83,8879,133185
CAMP05885,Product Launch,2024-09-18,2024-10-11,Social Media,8549.87,2983,843,52825.5,10648,106480
CAMP05886,Email Blast,2024-07-12,2024-07-24,Email,5300.92,3255,13,2740.71,5228,99332
CAMP05887,Influencer Boost,2024-12-06,2024-12-17,Social Media,18525.53,339,28,3987.35,7670,99710
CAMP05888,Winter Sale,2024-10-08,2024-10-25,Event,12382.99,1928,534,39437.17,9256,185120
CAMP05889,Influencer Boost,2024-11-15,2024-11-28,Email,19452.99,104,15,2810.77,6849,116433
CAMP05890,Festive Ads,2024-02-25,2024-03-07,Email,13441.45,3739,365,78650.41,4834,77344
CAMP05891,Email Blast,2024-08-26,2024-09-24,Influencer,19619.94,4409,1034,218517.62,14723,250291
CAMP05892,Brand Awareness,2024-09-02,2024-09-09,Event,4607.26,3123,50,3294.16,17661,194271
CAMP05893,Winter Sale,2024-01-01,2024-01-13,Influencer,675.0,2250,617,156749.58,4432,66480
CAMP05894,Winter Sale,2024-01-23,2024-02-11,Social Media,4005.37,2662,17,2064.03,8014,56098
CAMP05895,Brand Awareness,2024-10-05,2024-10-23,Social Media,5022.74,4519,258,38240.15,238,2856
CAMP05896,Email Blast,2024-04-25,2024-05-25,Social Media,1960.95,3424,976,174253.6,1716,27456
CAMP05897,Winter Sale,2024-06-23,2024-07-18,Email,13978.3,2471,221,31671.65,8479,152622
CAMP05898,Product Launch,2024-11-22,2024-12-13,Email,2146.85,4791,895,240692.64,13575,162900
CAMP05899,Festive Ads,2024-07-26,2024-08-13,Influencer,18832.23,2150,427,83015.06,12857,257140
CAMP05900,Brand Awareness,2024-02-23,2024-03-16,Social Media,11637.87,3871,902,127196.13,10536,147504
CAMP05901,Summer Sale,2024-07-22,2024-08-11,Email,16445.05,1783,267,74470.96,1299,25980
CAMP05902,Product Launch,2024-09-10,2024-09-17,Influencer,17858.61,1300,10,2780.4,16416,114912
CAMP05903,Influencer Boost,2024-02-21,2024-03-14,Email,18156.06,1679,471,50738.69,18657,186570
CAMP05904,Product Launch,2024-03-30,2024-04-05,Influencer,12003.69,4610,433,101518.3,17984,89920
CAMP05905,Influencer Boost,2024-11-09,2024-12-09,Email,9859.51,1186,277,14147.7,8469,169380
CAMP05906,Influencer Boost,2024-09-14,2024-10-03,Social Media,8552.08,4900,131,26342.79,16471,329420
CAMP05907,Festive Ads,2024-01-15,2024-01-27,Influencer,8001.91,4774,212,13015.2,8177,147186
CAMP05908,Brand Awareness,2024-04-07,2024-04-21,Influencer,9342.95,1822,368,45022.58,2011,40220
CAMP05909,Product Launch,2024-07-02,2024-07-16,Event,7224.29,3253,708,153317.39,13196,105568
CAMP05910,Festive Ads,2024-06-24,2024-07-08,Email,4321.12,805,183,16360.42,11398,125378
CAMP05911,Summer Sale,2024-12-30,2025-01-04,Social Media,12979.91,4866,112,31742.16,8948,125272
CAMP05912,Email Blast,2024-03-29,2024-04-21,Social Media,6084.62,1611,322,47398.6,5699,85485
CAMP05913,Influencer Boost,2024-01-29,2024-02-22,Event,16490.88,1443,251,55756.66,6702,87126
CAMP05914,Festive Ads,2024-05-15,2024-06-06,Influencer,6989.53,2758,420,85852.73,4250,21250
CAMP05915,Product Launch,2024-03-16,2024-03-24,Email,6132.29,4563,810,74642.59,8474,152532
CAMP05916,Festive Ads,2024-11-02,2024-11-16,Event,11833.54,1265,19,3128.84,2549,35686
CAMP05917,Winter Sale,2024-12-09,2025-01-03,Influencer,9469.14,973,181,14502.82,12932,245708
CAMP05918,Email Blast,2024-08-29,2024-09-03,Event,8648.92,1424,116,26262.85,12230,122300
CAMP05919,Brand Awareness,2024-03-07,2024-03-24,Email,2218.92,3386,536,92744.62,4024,32192
CAMP05920,Influencer Boost,2024-11-12,2024-12-12,Event,15062.13,2814,778,88247.19,4742,37936
CAMP05921,Festive Ads,2024-07-16,2024-07-26,Social Media,15518.58,92,27,6790.51,18932,227184
CAMP05922,Winter Sale,2024-09-13,2024-09-25,Event,18066.0,4657,647,89573.43,2341,30433
CAMP05923,Summer Sale,2024-09-08,2024-09-29,Email,19073.79,4886,147,24455.35,8342,41710
CAMP05924,Festive Ads,2024-04-10,2024-04-23,Email,3153.11,2609,607,151718.42,18911,94555
CAMP05925,Brand Awareness,2024-09-05,2024-09-15,Social Media,2495.7,4864,918,224459.58,5606,50454
CAMP05926,Email Blast,2024-03-23,2024-03-30,Event,17219.03,1951,552,101069.76,5710,97070
CAMP05927,Influencer Boost,2024-09-27,2024-10-14,Email,15116.48,1232,341,99107.18,6831,47817
CAMP05928,Influencer Boost,2024-01-11,2024-01-26,Social Media,14871.82,253,25,5523.72,11211,56055
CAMP05929,Brand Awareness,2024-01-02,2024-01-30,Email,10632.94,2951,260,65296.16,18019,288304
CAMP05930,Influencer Boost,2024-06-11,2024-06-21,Event,2571.7,623,77,22026.73,2194,19746
CAMP05931,Summer Sale,2024-05-05,2024-05-30,Event,5333.84,77,22,3303.71,6806,68060
CAMP05932,Product Launch,2024-12-08,2024-12-19,Influencer,9291.12,4945,460,69231.54,4200,37800
CAMP05933,Product Launch,2024-06-08,2024-06-17,Event,18751.01,2969,745,85839.76,5766,74958
CAMP05934,Brand Awareness,2024-04-27,2024-05-26,Email,6663.77,1199,347,62651.65,4963,79408
CAMP05935,Festive Ads,2024-10-31,2024-11-05,Social Media,19117.44,1865,179,41504.94,15514,108598
CAMP05936,Email Blast,2024-06-01,2024-06-20,Event,16116.08,2140,280,14354.87,17233,206796
CAMP05937,Winter Sale,2024-03-25,2024-04-16,Event,3194.38,640,5,723.86,2022,32352
CAMP05938,Email Blast,2024-06-04,2024-06-23,Event,17289.96,1963,62,13828.97,16849,235886
CAMP05939,Influencer Boost,2024-01-14,2024-01-27,Email,4817.97,3470,40,4322.54,13851,277020
CAMP05940,Brand Awareness,2024-02-09,2024-02-19,Event,13486.61,1362,126,10017.11,11099,88792
CAMP05941,Winter Sale,2024-04-01,2024-04-11,Event,630.27,3464,935,182558.59,17414,121898
CAMP05942,Brand Awareness,2024-12-08,2024-12-30,Event,7381.59,1531,225,58846.68,16666,249990
CAMP05943,Brand Awareness,2024-09-23,2024-10-18,Email,10613.16,254,52,8458.44,5093,101860
CAMP05944,Brand Awareness,2024-07-30,2024-08-23,Email,7756.51,4145,319,24265.87,15634,187608
CAMP05945,Influencer Boost,2024-05-06,2024-05-27,Email,13985.74,368,83,6121.4,5345,69485
CAMP05946,Product Launch,2024-12-11,2025-01-08,Influencer,15808.16,1532,63,13209.42,14084,225344
CAMP05947,Email Blast,2024-02-11,2024-02-16,Email,2434.21,2006,35,6203.54,3512,45656
CAMP05948,Winter Sale,2024-06-02,2024-06-23,Event,16877.69,4251,1235,289127.21,6541,130820
CAMP05949,Email Blast,2024-02-28,2024-03-04,Social Media,15686.07,2763,65,19019.52,18199,345781
CAMP05950,Brand Awareness,2024-09-08,2024-09-23,Influencer,12851.8,3439,272,54659.14,802,7218
CAMP05951,Winter Sale,2024-11-28,2024-12-11,Event,17807.06,1937,219,28253.69,16369,196428
CAMP05952,Email Blast,2024-12-12,2024-12-21,Social Media,2381.09,3107,529,114346.96,18850,94250
CAMP05953,Brand Awareness,2024-10-22,2024-10-30,Influencer,3534.09,2285,141,15174.03,17202,240828
CAMP05954,Influencer Boost,2024-05-01,2024-05-12,Influencer,13881.49,4115,117,16796.96,995,13930
CAMP05955,Product Launch,2024-01-12,2024-02-10,Influencer,5778.67,3759,685,39129.41,18279,310743
CAMP05956,Product Launch,2024-07-13,2024-08-01,Email,1168.22,1734,27,5797.35,17204,326876
CAMP05957,Summer Sale,2024-09-16,2024-10-04,Event,3602.33,914,253,53180.3,9045,90450
CAMP05958,Email Blast,2024-09-12,2024-09-29,Email,6475.51,142,10,2905.02,3955,63280
CAMP05959,Summer Sale,2024-03-12,2024-03-19,Influencer,5963.13,1848,327,25810.44,4637,60281
CAMP05960,Winter Sale,2024-02-01,2024-02-27,Email,18494.09,1068,260,47617.71,1016,12192
CAMP05961,Brand Awareness,2024-05-12,2024-05-23,Event,1589.58,775,18,1770.33,17431,174310
CAMP05962,Summer Sale,2024-11-26,2024-12-26,Event,2987.9,3358,158,30819.63,8470,152460
CAMP05963,Winter Sale,2024-04-08,2024-05-01,Email,17454.44,2359,354,39686.11,16235,259760
CAMP05964,Festive Ads,2024-05-01,2024-05-24,Email,11437.76,4234,378,60250.8,19017,361323
CAMP05965,Email Blast,2024-11-30,2024-12-22,Email,15724.86,3819,549,153186.89,19789,395780
CAMP05966,Winter Sale,2024-04-16,2024-05-02,Event,18960.0,3053,825,141341.32,17041,136328
CAMP05967,Influencer Boost,2024-12-09,2024-12-28,Social Media,9557.5,2924,741,114914.44,4104,24624
CAMP05968,Influencer Boost,2024-04-13,2024-04-27,Influencer,2992.82,259,70,20291.34,19840,277760
CAMP05969,Festive Ads,2024-10-23,2024-11-04,Email,6187.85,4097,219,26149.62,16077,321540
CAMP05970,Product Launch,2024-11-28,2024-12-26,Influencer,4077.32,4589,592,118799.84,7710,69390
CAMP05971,Winter Sale,2024-03-11,2024-04-01,Email,2738.65,2911,832,83899.25,777,14763
CAMP05972,Summer Sale,2024-05-09,2024-05-28,Social Media,15356.92,2583,425,81522.99,6428,122132
CAMP05973,Festive Ads,2024-11-22,2024-11-30,Event,17310.45,3097,584,165357.33,13462,269240
CAMP05974,Email Blast,2024-01-09,2024-02-04,Email,12784.66,2826,698,77531.68,12885,128850
CAMP05975,Winter Sale,2024-07-10,2024-07-29,Social Media,10199.82,2028,574,169742.87,9497,75976
CAMP05976,Festive Ads,2024-04-19,2024-05-08,Social Media,13929.93,2695,736,48497.89,12183,121830
CAMP05977,Email Blast,2024-03-08,2024-04-07,Influencer,18951.91,4185,154,21344.66,1685,13480
CAMP05978,Summer Sale,2024-07-04,2024-07-12,Email,10425.75,258,55,13247.24,3039,39507
CAMP05979,Product Launch,2024-03-12,2024-04-09,Social Media,1908.54,851,117,34308.18,17921,215052
CAMP05980,Influencer Boost,2024-02-15,2024-03-04,Social Media,18364.29,381,15,3670.87,6170,104890
CAMP05981,Festive Ads,2024-09-04,2024-09-14,Influencer,16790.94,4980,1270,322028.79,6325,44275
CAMP05982,Email Blast,2024-09-23,2024-10-05,Email,8918.06,2201,306,79591.45,6114,116166
CAMP05983,Festive Ads,2024-02-21,2024-03-07,Social Media,7341.09,1012,14,3157.91,2572,30864
CAMP05984,Brand Awareness,2024-07-18,2024-08-15,Email,2859.75,617,69,17047.55,4891,44019
CAMP05985,Summer Sale,2024-11-11,2024-11-25,Event,19829.18,4386,77,6336.71,16620,299160
CAMP05986,Product Launch,2024-02-16,2024-03-06,Email,638.07,1560,454,111694.16,6261,68871
CAMP05987,Product Launch,2024-04-14,2024-05-08,Event,11993.31,3807,1019,138765.0,15324,245184
CAMP05988,Product Launch,2024-03-04,2024-03-14,Email,4857.69,308,81,20013.16,15666,187992
CAMP05989,Product Launch,2024-08-16,2024-08-28,Email,3622.45,1421,309,48971.04,8413,67304
CAMP05990,Brand Awareness,2024-11-28,2024-12-06,Event,1741.28,4669,1283,293357.78,3595,71900
CAMP05991,Product Launch,2024-11-03,2024-11-18,Social Media,14242.47,428,117,10581.21,12207,109863
CAMP05992,Email Blast,2024-10-24,2024-11-12,Event,18548.42,3815,174,46895.49,17668,300356
CAMP05993,Festive Ads,2024-12-09,2024-12-28,Influencer,5064.08,3531,815,136624.95,3848,50024
CAMP05994,Influencer Boost,2024-02-27,2024-03-20,Event,3268.86,1504,143,35429.14,19398,174582
CAMP05995,Influencer Boost,2024-11-16,2024-12-09,Social Media,14157.79,1007,162,48271.18,17529,333051
CAMP05996,Brand Awareness,2024-03-03,2024-03-26,Influencer,11474.9,3597,711,162407.95,8191,73719
CAMP05997,Brand Awareness,2024-04-08,2024-04-19,Email,18202.46,4839,1434,243001.09,4167,33336
CAMP05998,Festive Ads,2024-05-16,2024-05-24,Email,19540.98,1273,48,10503.41,7717,100321
CAMP05999,Product Launch,2024-12-16,2024-12-23,Influencer,3968.33,459,72,19599.65,8242,156598
CAMP06000,Email Blast,2024-01-04,2024-01-30,Influencer,3634.87,4757,314,33077.69,10539,52695
CAMP06001,Product Launch,2024-05-09,2024-05-25,Event,14064.13,1529,203,24165.44,6118,67298
CAMP06002,Festive Ads,2024-04-25,2024-05-03,Social Media,4829.89,564,94,11934.3,15720,267240
CAMP06003,Festive Ads,2024-05-28,2024-06-05,Influencer,17074.89,1796,229,26430.25,7854,125664
CAMP06004,Influencer Boost,2024-04-04,2024-04-11,Influencer,523.05,2179,380,109761.54,5400,43200
CAMP06005,Festive Ads,2024-06-20,2024-07-04,Social Media,15309.6,2456,289,14679.65,5202,83232
CAMP06006,Brand Awareness,2024-05-16,2024-05-27,Social Media,5122.23,3770,1050,287551.53,18754,318818
CAMP06007,Email Blast,2024-03-22,2024-04-07,Social Media,18143.35,4197,793,124526.55,9098,136470
CAMP06008,Summer Sale,2024-12-02,2024-12-31,Social Media,3426.6,4653,562,65023.15,12709,152508
CAMP06009,Winter Sale,2024-05-03,2024-05-17,Social Media,7756.52,2707,88,18627.92,5931,41517
CAMP06010,Summer Sale,2024-08-13,2024-09-07,Influencer,18308.41,1454,243,18000.58,16572,248580
CAMP06011,Festive Ads,2024-11-15,2024-11-30,Event,11291.82,650,70,18520.91,10208,102080
CAMP06012,Summer Sale,2024-07-28,2024-08-13,Social Media,19189.93,3145,912,52003.38,5887,82418
CAMP06013,Winter Sale,2024-06-08,2024-07-01,Social Media,15286.83,2884,68,10122.19,18392,239096
CAMP06014,Brand Awareness,2024-02-08,2024-03-09,Social Media,16922.13,1238,135,36215.18,1332,23976
CAMP06015,Winter Sale,2024-08-22,2024-08-28,Social Media,2531.49,2348,274,65909.58,5843,35058
CAMP06016,Summer Sale,2024-09-06,2024-09-15,Email,1121.35,1640,315,17147.52,4294,47234
CAMP06017,Winter Sale,2024-08-12,2024-08-30,Email,7346.05,196,55,16488.97,2400,21600
